gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,-0.4399164931309761,0,0,-0.7073594915983407,1,0,2,1,1,0,1,1,1,0.08,1,Credit card (automatic),1.141265929195161,-0.3780537333383603,1
0,2.273158691738958,1,0,-0.3001558543980371,1,1,1,1,0,0,1,1,0,0.08,1,Credit card (automatic),0.1574821050968162,-0.2341163228493843,0
0,2.273158691738958,1,0,-0.9924020376385532,1,1,2,1,1,0,1,0,0,0.08,1,Credit card (automatic),0.5280628361338618,-0.7279595119094158,1
0,2.273158691738958,1,1,1.125056875803025,1,0,1,1,1,1,1,0,1,1.0,1,Credit card (automatic),0.3352943841145911,0.9587222265423224,0
1,2.273158691738958,0,0,-0.5851984004382496,1,1,2,1,0,0,1,1,1,0.08,1,2,1.0199547481830342,-0.2341604415958944,1
0,-0.4399164931309761,1,1,1.247217966963116,1,1,2,1,0,0,1,1,1,1.0,1,Credit card (automatic),1.1595456961969886,1.777058796183631,0
1,2.273158691738958,1,1,1.369379058123207,1,1,2,1,1,1,1,1,1,1.0,1,2,1.4520219682262263,2.114633385105133,0
0,-0.4399164931309761,1,1,0.0663274190822359,1,1,0,1,-1,-1,1,-1,-1,2.0,0,Credit card (automatic),-1.3231790220511994,-0.612809583518235,0
0,-0.4399164931309761,0,0,1.6137012404433893,1,1,2,1,0,1,1,1,1,2.0,1,Credit card (automatic),1.42044782522307,2.4575904611008585,0
0,-0.4399164931309761,1,0,0.5956921474426305,1,1,2,1,0,1,1,1,1,0.08,1,2,1.1877962451998123,1.069349983416225,0
1,-0.4399164931309761,0,0,1.125056875803025,1,1,2,1,1,0,1,1,0,0.08,1,1,0.8354952811645946,1.3974169824648148,0
1,-0.4399164931309761,1,0,1.6137012404433893,0,-1,1,0,1,1,0,0,0,2.0,0,1,-0.7531826509942192,0.2994337380696748,0
0,-0.4399164931309761,1,1,-0.5851984004382496,1,0,1,1,0,1,1,0,0,1.0,1,Credit card (automatic),-0.344380588953353,-0.5851030107099355,0
0,-0.4399164931309761,0,0,-0.9516816739185228,1,1,2,1,0,0,1,1,1,0.08,0,2,0.9850570111795456,-0.6291555791002015,1
0,-0.4399164931309761,0,0,-1.1960038562387048,1,0,1,1,1,0,1,1,1,0.08,1,2,0.3502505571160864,-0.8996696733264562,0
1,-0.4399164931309761,1,0,0.5956921474426305,1,1,2,1,1,0,1,0,0,1.0,1,2,0.4698999411280475,0.6031251296714728,0
0,-0.4399164931309761,0,0,-0.055833672077855,1,0,1,1,1,1,1,1,1,2.0,0,0,0.4798707231290441,0.0943698042910509,0
0,-0.4399164931309761,1,1,0.7178532386027215,1,0,0,1,-1,-1,1,-1,-1,2.0,0,1,-1.4827115340671475,-0.5966621222955636,0
1,-0.4399164931309761,0,0,-0.9109613101984924,1,0,2,1,0,1,1,0,0,0.08,1,0,0.5014740841312035,-0.6158758364006822,0
1,-0.4399164931309761,0,0,-1.2774445836787656,1,0,1,1,0,0,1,0,0,0.08,0,0,-0.5221928679711283,-0.9857232883942716,0
0,-0.4399164931309761,1,1,0.7992939660427822,1,0,0,1,-1,-1,1,-1,-1,1.0,1,2,-1.4744025490663168,-0.5261824247457891,0
1,2.273158691738958,1,1,1.2879383306831464,1,1,2,1,0,1,1,1,1,2.0,1,1,1.5567151792366918,2.124626281189655,0
1,-0.4399164931309761,1,1,1.2064976032430856,1,1,0,1,-1,-1,1,-1,-1,2.0,1,1,-1.3464441800535252,-0.3788478707755409,0
0,-0.4399164931309761,0,1,-1.1960038562387048,1,0,1,1,0,0,1,0,1,0.08,1,1,-0.0086975949197961,-0.9290968772486468,0
0,2.273158691738958,0,0,0.9621754209229036,1,1,2,1,1,1,1,1,1,1.0,0,2,1.5201556452330371,1.701306908425908,0
0,-0.4399164931309761,0,0,0.5549717837226001,1,0,1,1,0,0,1,0,1,1.0,0,Credit card (automatic),-0.3028356639492,0.1789233819775252,0
0,-0.4399164931309761,1,1,-0.9924020376385532,1,0,1,1,1,0,1,0,0,0.08,0,0,-0.3360716039525224,-0.7946008785128175,0
1,2.273158691738958,0,0,-0.0965540357978854,1,0,1,1,1,0,1,1,1,0.08,1,2,0.3319707901142591,-0.0758844384911583,0
0,-0.4399164931309761,1,1,0.5142514200025698,1,1,0,1,-1,-1,1,-1,-1,1.0,1,Credit card (automatic),-1.2916048790480432,-0.4706148635164053,0
0,-0.4399164931309761,0,1,-1.2774445836787656,1,0,2,1,0,0,1,1,0,0.08,1,2,0.4848561141295422,-0.9723553082017322,1
0,-0.4399164931309761,1,1,-0.8702409464784621,0,-1,1,0,0,0,0,1,1,0.08,0,2,-0.4723389579661445,-0.7579382001629819,0
0,-0.4399164931309761,1,0,-1.0331224013585834,1,0,2,1,0,1,1,0,0,0.08,1,1,0.3452651661155883,-0.788137482149098,1
0,-0.4399164931309761,0,0,0.3920903288424788,1,0,2,1,1,1,1,1,1,0.08,1,1,1.2974748472107769,0.9018752216641474,0
0,-0.4399164931309761,1,0,0.6771328748826912,1,0,0,1,-1,-1,1,-1,-1,2.0,1,1,-1.4827115340671475,-0.5779337144020555,0
1,-0.4399164931309761,0,0,-0.9516816739185228,1,1,2,1,1,0,1,1,1,0.08,1,Credit card (automatic),1.1479131171958254,-0.6020225499965324,0
0,-0.4399164931309761,1,0,0.1070477828022663,1,0,1,1,0,0,1,1,0,1.0,1,1,-0.0868020539276039,-0.0299347640009612,0
0,-0.4399164931309761,1,1,0.6364125111626608,1,0,0,1,-1,-1,1,-1,-1,2.0,0,1,-1.4660935640654862,-0.5410283829464146,0
0,-0.4399164931309761,1,1,0.5549717837226001,1,0,0,1,-1,-1,1,-1,-1,2.0,1,0,-1.4893587220678115,-0.5983386346629449,0
1,-0.4399164931309761,1,0,-0.1372743995179157,0,-1,1,0,0,0,0,1,0,0.08,0,0,-1.030702750021962,-0.5620950844049544,0
1,-0.4399164931309761,1,1,-0.0965540357978854,1,0,2,1,1,1,1,0,0,0.08,0,1,0.574593152138513,0.1265764892433735,0
1,2.273158691738958,0,0,-1.2774445836787656,1,0,2,1,0,0,1,0,0,0.08,0,2,0.3303089931140931,-0.9744068299144488,0
1,-0.4399164931309761,1,1,1.369379058123207,1,1,1,1,0,1,1,1,1,2.0,1,0,0.6394032351449919,1.5136919388920014,0
0,-0.4399164931309761,0,0,1.3286586944031769,1,1,2,1,1,1,1,1,1,0.08,1,Credit card (automatic),1.5384354122348645,2.128155780910457,0
1,-0.4399164931309761,0,0,1.6137012404433893,1,1,2,1,1,1,1,1,1,2.0,1,1,1.2010906212011416,2.283475827999021,0
0,-0.4399164931309761,0,0,-0.8295205827584317,1,1,2,1,0,0,1,0,0,0.08,1,2,0.4715617381282135,-0.5982283377966698,1
1,-0.4399164931309761,1,1,1.5729808767233588,1,1,1,1,1,0,1,0,0,1.0,1,Credit card (automatic),0.0694068640880114,1.0877033819643975,0
1,-0.4399164931309761,0,0,-1.1145631287986442,1,0,0,1,-1,-1,1,-1,-1,0.08,0,0,-1.4527991880641573,-0.9571343406557716,1
1,-0.4399164931309761,0,0,0.7992939660427822,1,0,0,1,-1,-1,1,-1,-1,2.0,0,1,-1.4544609850643233,-0.518880772198379,0
0,2.273158691738958,1,0,-0.3001558543980371,1,0,2,1,1,1,1,1,1,0.08,1,2,1.1213243651931677,0.1020023474372863,1
1,-0.4399164931309761,0,0,-1.2774445836787656,1,0,0,1,-1,-1,1,-1,-1,0.08,0,0,-1.481049737066981,-0.9984515467624157,0
0,-0.4399164931309761,1,1,-1.2774445836787656,1,0,0,1,-1,-1,1,-1,-1,0.08,0,2,-1.505976692069473,-0.9987824373612408,0
1,-0.4399164931309761,0,0,0.2292088739623573,1,1,2,1,0,1,1,1,0,1.0,0,1,1.0049985751815391,0.5833819906082339,0
0,2.273158691738958,1,0,1.369379058123207,0,-1,1,0,1,1,0,1,0,1.0,0,1,-0.6385186579827569,0.32822122016747,0
1,-0.4399164931309761,1,0,1.4508197855632678,1,1,2,1,1,1,1,1,1,2.0,1,1,1.503537675231376,2.3508892726663486,1
1,-0.4399164931309761,0,0,-1.1145631287986442,0,-1,1,0,0,0,0,0,0,0.08,0,0,-1.3447823830533592,-0.9631565495543908,0
0,-0.4399164931309761,1,1,1.6137012404433893,1,1,2,1,1,0,1,1,1,1.0,1,2,1.3091074262119398,2.214650583443373,0
0,-0.4399164931309761,0,0,-0.0151133083578247,0,-1,1,0,0,0,0,0,0,1.0,0,0,-1.150352134033923,-0.5980959815571396,0
1,-0.4399164931309761,0,0,0.4328106925625091,1,1,2,1,0,0,1,1,1,1.0,0,0,0.9833952141793793,0.7226648733404017,0
1,-0.4399164931309761,1,1,1.6137012404433893,1,0,0,1,-1,-1,1,-1,-1,2.0,0,Credit card (automatic),-1.5076384890696393,-0.4059147217594449,0
1,-0.4399164931309761,1,0,0.9214550572028734,1,1,2,1,1,0,1,1,0,0.08,1,2,1.0631614701873533,1.3039734773565692,1
0,-0.4399164931309761,0,0,0.7992939660427822,1,0,1,1,0,1,1,0,0,1.0,0,Credit card (automatic),-0.2263930019415581,0.3348390321439746,0
0,-0.4399164931309761,0,0,0.4328106925625091,1,0,2,1,1,1,1,1,0,0.08,1,2,0.893658176170409,0.7371358221956917,0
0,2.273158691738958,1,0,0.188488510242327,1,1,2,1,0,0,1,0,0,0.08,1,2,0.3901336851200734,0.2580282944700108,1
0,-0.4399164931309761,1,1,1.2879383306831464,0,-1,1,0,1,0,0,1,1,2.0,1,2,-0.3377334009526884,0.5030417532134677,0
1,-0.4399164931309761,1,1,-1.1960038562387048,1,0,2,1,1,0,1,1,0,0.08,0,2,0.8338334841644282,-0.8977725672265248,0
0,-0.4399164931309761,0,0,0.1477681465222966,0,-1,1,0,0,0,0,0,0,2.0,0,1,-1.1204397880309327,-0.5104320322417082,0
0,-0.4399164931309761,1,1,-0.9109613101984924,1,1,2,1,0,0,1,1,1,0.08,1,2,1.179487260198982,-0.5376532988383972,1
0,-0.4399164931309761,0,0,0.3513699651224484,1,0,0,1,-1,-1,1,-1,-1,2.0,0,0,-1.4660935640654862,-0.6389058220789182,0
1,-0.4399164931309761,1,1,-0.2187151269579764,1,1,2,1,1,0,1,0,0,0.08,1,Credit card (automatic),0.6792863631489789,-0.0581045836476159,0
0,-0.4399164931309761,1,1,0.9621754209229036,1,1,2,1,0,1,1,1,1,1.0,1,Credit card (automatic),1.1645310871974868,1.4259838708300598,0
0,-0.4399164931309761,0,0,-1.0738427650786138,1,0,0,1,-1,-1,1,-1,-1,0.08,0,0,-1.46443176706532,-0.9576196468673818,0
1,-0.4399164931309761,0,0,-1.1960038562387048,1,1,2,1,0,0,1,0,0,0.08,1,2,0.3203382111130964,-0.9060889509436656,1
0,-0.4399164931309761,1,1,-1.0331224013585834,1,0,1,1,0,0,1,0,0,0.08,0,0,-0.467353566965646,-0.8527935051595483,0
0,-0.4399164931309761,1,1,-1.1552834925186746,1,0,0,1,-1,-1,1,-1,-1,0.08,0,0,-1.4594463760648215,-0.9796128420026322,0
1,-0.4399164931309761,0,0,0.0256070553622056,1,0,2,1,0,0,1,1,0,2.0,1,2,0.8039211381614382,0.3283976951535102,0
0,2.273158691738958,0,0,-0.2187151269579764,1,1,2,1,0,1,1,0,0,0.08,1,2,0.4416493921252231,-0.0652077018357309,1
1,-0.4399164931309761,1,0,1.6137012404433893,1,1,0,1,-1,-1,1,-1,-1,2.0,1,1,-1.3697093380558512,-0.2467784030977632,0
1,-0.4399164931309761,0,0,-1.2774445836787656,1,0,0,1,-1,-1,1,-1,-1,0.08,0,0,-1.4960059100684764,-0.9986500811217106,0
1,2.273158691738958,0,0,1.5729808767233588,0,-1,1,0,1,0,0,1,1,1.0,1,2,-0.2762469119465419,0.7509229304800764,0
0,-0.4399164931309761,0,0,-0.7888002190384014,1,1,2,1,0,0,1,0,1,0.08,1,2,0.7042133181514708,-0.4710339916082505,0
0,-0.4399164931309761,1,1,-0.3001558543980371,0,-1,1,0,1,1,0,1,1,0.08,1,Credit card (automatic),-0.2047896409393986,-0.3444131891244616,1
1,-0.4399164931309761,0,0,1.4100994218432374,1,0,1,1,0,0,1,0,0,2.0,0,1,-0.4723389579661445,0.430951721416077,0
1,-0.4399164931309761,0,0,-1.2774445836787656,0,-1,1,0,0,0,0,0,1,0.08,1,2,-0.9742016520163136,-0.9917234379196358,1
1,-0.4399164931309761,0,0,-1.2367242199587352,1,0,1,1,0,0,1,0,0,0.08,0,2,-0.6784017859867437,-0.9715170520180416,1
0,-0.4399164931309761,0,0,0.4328106925625091,1,1,0,1,-1,-1,1,-1,-1,2.0,1,Credit card (automatic),-1.2982520670487077,-0.483144587525254,0
0,-0.4399164931309761,0,0,-0.3815965818380978,1,0,2,1,0,0,1,0,0,0.08,1,1,0.3402797751150897,-0.2227116268765414,0
0,-0.4399164931309761,1,1,1.2879383306831464,1,0,0,1,-1,-1,1,-1,-1,2.0,0,0,-1.481049737066981,-0.4436362500255213,0
1,-0.4399164931309761,0,1,1.002895784642934,1,0,0,1,-1,-1,1,-1,-1,2.0,1,0,-1.5009913010689746,-0.4909315462842745,0
0,2.273158691738958,1,0,-1.2774445836787656,1,0,2,1,0,0,1,0,0,0.08,1,0,0.1890562480999726,-0.976281876641125,1
0,2.273158691738958,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,1,2.0,1,Credit card (automatic),0.7740087921584478,1.8275527015643611,0
0,-0.4399164931309761,0,0,-0.9924020376385532,1,1,1,1,0,0,1,0,1,0.08,0,2,0.2123214061022984,-0.7586882188536522,1
0,-0.4399164931309761,1,0,1.1657772395230557,1,1,2,1,1,0,1,1,1,2.0,1,1,1.2060760122016398,1.627077117422781,0
1,-0.4399164931309761,0,0,1.2879383306831464,1,1,2,1,1,0,1,0,0,1.0,1,Credit card (automatic),0.6493740171459885,1.32609902873135,0
1,2.273158691738958,1,0,1.5729808767233588,1,1,0,1,-1,-1,1,-1,-1,2.0,0,1,-1.3564149620545218,-0.2325501073482782,0
0,-0.4399164931309761,1,1,1.3286586944031769,1,1,2,1,1,0,1,1,0,2.0,1,Credit card (automatic),1.1396041321949948,1.8236040737517136,0
1,-0.4399164931309761,0,0,-1.1960038562387048,1,0,0,1,-1,-1,1,-1,-1,1.0,0,0,-1.5009913010689746,-0.9802966825735376,0
1,-0.4399164931309761,0,0,-1.2774445836787656,1,0,1,1,0,0,1,0,0,0.08,1,2,-0.6351950639824246,-0.9872233257756126,1
1,-0.4399164931309761,0,1,-0.0965540357978854,1,0,1,1,1,1,1,1,0,1.0,0,Credit card (automatic),-0.0086975949197961,-0.1558937852870995,0
1,-0.4399164931309761,1,1,-0.7073594915983407,1,0,1,1,1,1,1,0,1,0.08,1,0,0.1574821050968162,-0.5346752834489701,0
0,-0.4399164931309761,1,1,-0.9924020376385532,1,0,1,1,0,0,1,1,1,0.08,1,2,0.1259079620936597,-0.7583793876280821,0
1,-0.4399164931309761,0,0,-1.0331224013585834,1,1,2,1,0,0,1,1,1,0.08,0,0,1.0049985751815391,-0.7181651501841889,1
0,-0.4399164931309761,1,1,1.5322605130033284,1,1,2,1,1,1,1,1,1,1.0,1,Credit card (automatic),1.4420511862252297,2.4914957177938173,0
1,-0.4399164931309761,1,1,1.2064976032430856,1,0,1,1,1,1,1,1,1,2.0,0,2,0.7091987091519689,1.293539393806947,0
0,-0.4399164931309761,1,1,-1.0738427650786138,1,0,0,1,-1,-1,1,-1,-1,0.08,0,0,-1.4976677070686424,-0.9572887562685566,0
0,-0.4399164931309761,1,1,-0.748079855318371,1,0,2,1,0,0,1,0,1,0.08,1,1,0.5363718211346925,-0.498762623789805,0
0,-0.4399164931309761,0,0,-0.4223169455581282,1,1,2,1,0,0,1,1,0,0.08,1,1,0.6443886261454905,-0.2035420315179329,0
1,-0.4399164931309761,1,1,-0.4223169455581282,1,0,0,1,-1,-1,1,-1,-1,1.0,0,0,-1.4827115340671475,-0.8221089169618218,0
1,-0.4399164931309761,1,1,-0.6666391278783103,1,0,1,1,0,1,1,1,0,2.0,0,0,-0.0170065799206267,-0.5555875692947249,0
1,-0.4399164931309761,0,0,-0.9109613101984924,1,1,0,1,-1,-1,1,-1,-1,2.0,0,1,-1.2982520670487077,-0.8963607673382039,0
0,-0.4399164931309761,0,1,-0.7888002190384014,1,0,1,1,1,0,1,0,0,0.08,1,2,-0.291203084948037,-0.6700536571150002,0
0,-0.4399164931309761,1,0,-0.5037576729981889,1,1,2,1,0,0,1,0,0,0.08,0,2,0.5862257311396761,-0.304838673504964,1
0,-0.4399164931309761,0,0,-1.2367242199587352,1,0,2,1,0,0,1,0,0,0.08,1,2,0.1641292930974807,-0.94771498827588,0
1,-0.4399164931309761,0,0,0.8400143297628127,1,1,1,1,1,1,1,0,1,2.0,1,1,0.3037202411114352,0.7389667501758581,0
0,-0.4399164931309761,1,1,-0.8702409464784621,1,0,0,1,-1,-1,1,-1,-1,1.0,0,0,-1.4677553610656522,-0.9041697854704792,0
1,-0.4399164931309761,1,0,1.4915401492832985,1,0,0,1,-1,-1,1,-1,-1,2.0,0,0,-1.491020519067978,-0.4058264842664248,0
0,-0.4399164931309761,0,0,-1.1552834925186746,1,0,2,1,0,0,1,0,0,0.08,1,1,0.2040124211014678,-0.8869193555850572,1
1,-0.4399164931309761,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1,2.0,1,1,0.8072447321617703,1.7520214075391884,0
1,2.273158691738958,1,0,1.0436161483629645,0,-1,1,0,1,1,0,0,1,0.08,1,2,-0.6468276429835875,0.1623126739164986,1
0,-0.4399164931309761,1,1,-0.6666391278783103,1,0,0,1,-1,-1,1,-1,-1,0.08,0,2,-1.4744025490663168,-0.8655658822742022,0
1,-0.4399164931309761,1,0,0.4328106925625091,1,0,2,1,0,1,1,0,0,1.0,1,1,0.6477122201458225,0.5541092022988284,0
0,-0.4399164931309761,1,0,-1.2367242199587352,1,1,2,1,0,1,1,1,1,0.08,1,2,1.3174164112127704,-0.9002432170310866,1
1,-0.4399164931309761,1,0,-0.748079855318371,1,0,1,1,1,1,1,1,1,2.0,0,0,0.5712695581381809,-0.485990246675151,0
0,-0.4399164931309761,1,0,0.8400143297628127,1,0,2,1,0,1,1,1,1,1.0,1,1,1.0000131841810405,1.1986620294371255,1
0,-0.4399164931309761,0,0,-0.0151133083578247,1,0,0,1,-1,-1,1,-1,-1,1.0,0,1,-1.4694171580658184,-0.7185842782760342,0
0,-0.4399164931309761,1,0,0.0663274190822359,1,1,0,1,-1,-1,1,-1,-1,0.08,0,2,-1.33148800705203,-0.6631490732861802,0
0,2.273158691738958,0,0,-0.7073594915983407,1,1,2,1,0,0,1,0,0,0.08,1,0,0.3220000081132624,-0.5018950547920171,1
0,2.273158691738958,0,0,-1.0331224013585834,1,0,2,1,0,0,1,0,0,0.08,0,1,0.3884718881199074,-0.7851815261329259,1
0,-0.4399164931309761,1,1,-0.7073594915983407,1,1,2,1,1,1,1,1,1,0.08,1,1,1.3489905542159264,-0.3194419785997842,0
1,-0.4399164931309761,1,0,1.1657772395230557,1,0,0,1,-1,-1,1,-1,-1,1.0,1,Credit card (automatic),-1.4694171580658184,-0.4549968272518543,0
0,-0.4399164931309761,0,0,-1.2774445836787656,0,-1,1,0,1,0,0,0,0,0.08,0,1,-1.156999322034587,-0.9941499689776876,1
0,-0.4399164931309761,0,0,-1.2774445836787656,1,0,1,1,0,0,1,0,0,0.08,0,0,-0.6468276429835875,-0.9873777413883976,0
1,-0.4399164931309761,0,0,-0.9924020376385532,1,1,2,1,0,0,1,0,1,0.08,0,1,0.6560212051466532,-0.7150106598087216,1
1,-0.4399164931309761,1,1,0.0256070553622056,1,0,1,1,0,1,1,1,1,1.0,0,Credit card (automatic),0.3319707901142591,0.0750016745731475,0
